"var","category_en","category_short_en","question_short_en","question_en","category_es","category_short_es","question_short_es","question_es","aut_idx","ca_idx","crit_idx","fear_idx","transp_idx","trust_idx","weahlt_idx","common","label.lapop.2004.GTM","levels.lapop.2004.GTM","label.lapop.2004.HND","levels.lapop.2004.HND","label.lapop.2004.SLV","levels.lapop.2004.SLV","label.lapop.2006.GTM","levels.lapop.2006.GTM","label.lapop.2006.HND","levels.lapop.2006.HND","label.lapop.2006.SLV","levels.lapop.2006.SLV","label.lapop.2008.GTM","levels.lapop.2008.GTM","label.lapop.2008.HND","levels.lapop.2008.HND","label.lapop.2008.SLV","levels.lapop.2008.SLV","label.lapop.2010.GTM","levels.lapop.2010.GTM","label.lapop.2010.HND","levels.lapop.2010.HND","label.lapop.2010.SLV","levels.lapop.2010.SLV","label.lapop.2012.GTM","levels.lapop.2012.GTM","label.lapop.2012.HND","levels.lapop.2012.HND","label.lapop.2012.SLV","levels.lapop.2012.SLV","label.lapop.2014.GTM","levels.lapop.2014.GTM","label.lapop.2014.HND","levels.lapop.2014.HND","label.lapop.2014.SLV","levels.lapop.2014.SLV","label.lapop.2016.GTM","levels.lapop.2016.GTM","label.lapop.2016.HND","levels.lapop.2016.HND","label.lapop.2016.SLV","levels.lapop.2016.SLV","label.lapop.2018.HND","levels.lapop.2018.HND","label.lapop.2018.SLV","levels.lapop.2018.SLV","label.lapop.2019.GTM","levels.lapop.2019.GTM"
"b21","Evaluation of Institutions, Political System and Other Persons","Evaluations","Trust in Political Parties","To what extent do you trust the political parties?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Confianza en los partidos políticos","¿Hasta qué punto tiene confianza usted en los partidos políticos?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto tiene confianza en los partidos políticos?",7,"¿Hasta qué punto tiene confianza en los partidos políticos?",7,"¿Hasta qué punto tiene confianza en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"¿Hasta qué punto tiene confianza en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"¿Hasta qué punto tiene usted confianza en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"¿Hasta qué punto tiene usted confianza en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"¿Hasta qué punto tiene confianza usted en los partidos políticos?",7,"Confianza en los partidos políticos",7,"Confianza en los partidos políticos",7,"Confianza en los partidos políticos",7,"Trust in Political Parties",7,"Trust in Political Parties",7,"Trust in Political Parties",7,"Confianza en los partidos políticos",7,"Confianza en los partidos políticos",7,"Confianza en los partidos políticos",7
"b21a","Evaluation of Institutions, Political System and Other Persons","Evaluations","Trust in Executive","To what extent do you trust the [President/Prime Minister]?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Confianza en el ejecutivo","¿Hasta qué punto tiene confianza usted en [el presidente/el primer ministro]?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Hasta que punto tiene usted confianza en el Presidente?",7,"¿Hasta qué punto tiene confianza usted en el presidente?",7,"¿Hasta qué punto tiene confianza usted en el presidente?",7,"¿Hasta qué punto tiene usted confianza en el presidente?",7,"¿Hasta qué punto tiene confianza usted en el presidente?",7,"¿Hasta qué punto tiene confianza usted en el presidente?",7,"¿Hasta qué punto tiene usted confianza en el presidente?",7,"¿Hasta qué punto tiene confianza usted en el presidente?",7,"¿Hasta qué punto tiene confianza usted en el presidente?",7,"Confianza en el Ejecutivo",7,"Confianza en el Ejecutivo",7,"Confianza en el Ejecutivo",7,"Trust in Executive",7,"Trust in Executive",7,"Trust in Executive",7,"Confianza en el presidente",7,"Confianza en el presidente",7,"Confianza en el presidente",7
"b3","Evaluation of Institutions, Political System and Other Persons","Evaluations","Basic Rights are Protected","To what extent do you think that citizens' basic rights are well protected by the political system of (country)?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Los derechos básicos están protegidos","¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien protegidos por el sistema político [país]?",NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto cree que los derechos básicos del ciudadano están bien protegid","¿Hasta qué punto cree que los derechos básicos del ciudadano están bien protegid",7,"¿Hasta qué punto cree que los derechos básicos del ciudadano están bien protegid",7,"¿Hasta qué punto cree que los derechos básicos del ciudadano están bien protegid",7,"¿Hasta qué punto cree que los derechos básicos del ciudadano etán bien protegido",7,"¿Hasta qué punto cree Ud. que los derechos básicos del ciudadano están bien prot",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree que los derechos básicos del ciudadano (de su país) están ",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"¿Hasta qué punto cree usted que los derechos básicos del ciudadano están bien pr",7,"Los derechos básicos están protegidos",7,"Los derechos básicos están protegidos",7,"Los derechos básicos están protegidos",7,"Basic Rights are Protected",7,"Basic Rights are Protected",7,"Basic Rights are Protected",7,"Los derechos básicos están protegidos",7,"Los derechos básicos están protegidos",7,"Los derechos básicos están protegidos",7
"b31","Evaluation of Institutions, Political System and Other Persons","Evaluations","Trust in the Supreme Court of Justice","To what extent do you trust the Supreme Court of Justice?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Confianza en la Corte Suprema de Justicia","¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,"¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia?",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confianza en la Corte Suprema de Justicia",7,"Confianza en la Corte Suprema de Justicia",7,"Confianza en la Corte Suprema de Justicia",7
"b32","Evaluation of Institutions, Political System and Other Persons","Evaluations","Trust in Local Government","To what extent do you trust the local or municipal government?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Confianza en la municipalidad","¿Hasta qué punto tiene usted confianza en su municipalidad?",NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto tiene usted confianza en su Municipilidad?","¿Hasta qué punto tiene usted confianza en su Municipilidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"¿Hasta qué punto tiene usted confianza en su municipalidad?",7,"Confianza en la municipalidad",7,"Confianza en la municipalidad",7,"Confianza en la municipalidad",7,"Trust in Local Government",7,"Trust in Local Government",7,"Trust in Local Government",7,"Confianza en la municipalidad",7,"Confianza en la municipalidad",7,"Confianza en la municipalidad",7
"b37","Evaluation of Institutions, Political System and Other Persons","Evaluations","Trust in the Media","To what extent do you trust the mass media?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Confianza en los medios de comunicación","¿Hasta qué punto tiene usted confianza en los medios de comunicación?",NA,NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,NA,NA,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,"¿Hasta qué punto tiene usted confianza en los medios de comunicación?",7,NA,NA,"Confianza en los medios de comunicación",7,NA,NA,"Trust in the Media",7,"Trust in the Media",7,"Trust in the Media",7,"Confianza en los medios de comunicación",7,"Confianza en los medios de comunicación",7,"Confianza en los medios de comunicación",7
"b4","Evaluation of Institutions, Political System and Other Persons","Evaluations","Pride in Political System","To what extent do you feel proud of living under the political system of [country]?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Orgullo por el sistema político","¿Hasta qué punto se siente usted orgulloso de vivir bajo el sistema político [país]?",NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto se siente orgulloso de vivir bajo el sistema político guatemalt","¿Hasta qué punto se siente orgulloso de vivir bajo el sistema político guatemalt",7,"¿Hasta qué punto se siente orgulloso de vivir bajo el sistema político hondureño",7,"¿Hasta qué punto se siente orgulloso de vivir bajo el sistema político salvadore",7,"¿Hasta qué punto se siente orgulloso de vivir bajo el sistema politico guatemalt",7,"¿Hasta qué punto se siente Ud. orgulloso de vivir bajo el sistema político Hondu",7,"¿Hasta qué punto se siente usted orgulloso de vivir bajo el sistema político sal",7,"¿Hasta qué punto se siente orgulloso de vivir bajo el sistema político guatemalt",7,"¿Hasta qué punto se siente usted orgulloso de vivir bajo el sistema político hon",7,"¿Hasta qué punto se siente usted orgulloso de vivir bajo el sistema político sal",7,"¿Hasta qué punto se siente usted orgullosa de vivir bajo el sistema político gua",7,"¿Hasta qué punto se siente usted orgulloso de vivir bajo el sistema político hon",7,"¿Hasta qué punto se siente usted orgullosa de vivir bajo el sistema político sal",7,"¿Hasta qué punto se siente usted orgullosa de vivir bajo el sistema político gua",7,"¿Hasta qué punto se siente usted orgullosa de vivir bajo el sistema político hon",7,"¿Hasta qué punto se siente usted orgulloso de vivir bajo el sistema político sal",7,"Orgullo por el sistema político",7,"Orgullo por el sistema político",7,"Orgullo por el sistema político",7,"Pride in Political System",7,"Pride in Political System",7,"Pride in Political System",7,"Orgullo por el sistema político",7,"Orgullo por el sistema político",7,"Orgullo por el sistema político",7
"b47a","Evaluation of Institutions, Political System and Other Persons","Evaluations","Trust in Elections","To what extent do you trust elections in this country?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Confianza en las elecciones","¿Hasta qué punto tiene usted confianza en las elecciones en este país?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto tiene usted confianza en las elecciones en este país?",7,"¿Hasta qué punto tiene usted confianza en las elecciones en este país?",7,"¿Hasta qué punto tiene usted confianza en las elecciones en este país?",7,"Confianza en las elecciones",7,"Confianza en las elecciones",7,"Confianza en las elecciones",7,"Trust in Elections",7,"Trust in Elections",7,"Trust in Elections",7,"Confianza en las elecciones",7,"Confianza en las elecciones",7,"Confianza en las elecciones",7
"b6","Evaluation of Institutions, Political System and Other Persons","Evaluations","People Should Support the Political System","To what extent do you think that one should support the political system of (country)?","Evaluación de instituciones, sistema política y otras personas","Evaluaciones","Se debería apoyar al sistema político","¿Hasta qué punto piensa usted que se debe apoyar al sistema político [país]?",NA,NA,NA,NA,NA,NA,NA,"¿Hasta qué punto piensa que se debe apoyar el sistema político guatemalteco?","¿Hasta qué punto piensa que se debe apoyar el sistema político guatemalteco?",7,"¿Hasta qué punto piensa que se debe apoyar el sistema político hondureño?",7,"¿Hasta qué punto piensa que se debe apoyar el sistema político salvadoreño?",7,"¿Hasta qué punto piensa que se debe apoyar el sistema politico guatemalteco?",7,"¿Hasta qué punto piensa Ud. que se debe apoyar el sistema político Hondureño?",7,"¿Hasta qué punto piensa usted que se debe apoyar el sistema político salvadoreño",7,"¿Hasta qué punto piensa que se debe apoyar el sistema político guatemalteco?",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político hondureño?",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político salvadoreño",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político guatemaltec",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político hondureño?",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político salvadoreño",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político guatemaltec",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político hondureño?",7,"¿Hasta qué punto piensa usted que se debe apoyar al sistema político salvadoreño",7,"Se debería apoyar al sistema político",7,"Se debería apoyar al sistema político",7,"Se debería apoyar al sistema político",7,"People Should Support the Political System",7,"People Should Support the Political System",7,"People Should Support the Political System",7,"Se debería apoyar al sistema político",7,"Se debería apoyar al sistema político",7,"Se debería apoyar al sistema político",7
"cct1b","Socio-Demographic Characteristics","Socio-Dem.","Beneficiary of Conditional Cash Transfer Program","Now, talking specifically about [Conditional Cash Transfers], are you or someone in your house a beneficiary of this program?","Características sociodemográficas","Sociodem.","Beneficiario de transferencias de dinero condicionadas","Ahora, hablando específicamente sobre [programa] ¿usted o alguien en su casa es beneficiario de ese programa?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beneficiario en el hogar del Mi Bono Seguro",2,"Beneficiario en el hogar del Programa Bono 10,000",2,"Beneficiario en el hogar del Programa Comunidades Solidarias",2,"Household Beneficiary of Programa de Transferencia Monetaria Condicionada",2,"Household Beneficiary of Programa Bono 10,000",2,"Household Beneficiary of the Programa Comunidades Solidarias",2,"Beneficiario en el hogar del Programa Bono 10,000",2,"Beneficiario en el hogar del Programa Comunidades Solidarias",2,"Beneficiario en el hogar del Programa de Transferencia Monetaria Condicionada",2
"clien1n","Political/Electoral Engagement","Electoral Engagement","Knows Someone Offered Benefit for Vote (Last National Election)","Thinking of the last national elections/general election of [year], any candidate or political party offered a favor, gift, or other benefit to a person whom you know in exchange for that person's support or vote?","Participación política/electoral","Participación electoral","A un conocido le ofrecieron beneficio por su voto (última elección nacional)","Pensando en las últimas elecciones nacionales/generales de [año], ¿algún candidato o alguien de un partido político le ofreció un favor, regalo u otro beneficio a alguna persona que usted conoce para que lo apoye o vote por él?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A un conocido le ofrecieron beneficio por su voto (última elección nacional)",2,"A un conocido le ofrecieron beneficio por su voto (última elección nacional)",2,"A un conocido le ofrecieron beneficio por su voto (última elección nacional)",2,NA,NA,NA,NA,NA,NA,"A un conocido le ofrecieron beneficio por su voto (última elección nacional)",2,"A un conocido le ofrecieron beneficio por su voto (última elección nacional)",2,"A un conocido le ofrecieron beneficio por su voto (última elección nacional)",2
"clien1na","Political/Electoral Engagement","Electoral Engagement","Offered Benefit for Vote (Last General Election)","And thinking about the last presidential/general elections of [year], did someone offer you something, like a favor, gift or any other benefit in return for your vote or support?","Participación política/electoral","Participación electoral","Le ofrecieron un beneficio por su voto en la última elección generales","Y pensando en las últimas elecciones presidenciales/generales de [año] ¿alguien le ofreció a usted un favor, regalo o beneficio a cambio de su voto?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Le ofrecieron un beneficio por su voto en la última elección generales",2,"Le ofrecieron un beneficio por su voto en la última elección generales",2,"Le ofrecieron un beneficio por su voto en la última elección generales",2,NA,NA,NA,NA,"Offered Benefit for Vote (Last General Election)",2,"Le ofrecieron un beneficio por su voto en la última elección generales",2,"Le ofrecieron un beneficio por su voto en la última elección generales",2,"Le ofrecieron un beneficio por su voto en la última elección generales",2
"cp13","Civic and Political Engagement","Civic Engagement","Attendance at Meetings of Political Parties","Please tell me if you attend meetings of these organizations at least once a week, once or twice a month, once or twice a year, or never. Meetings of a political party or political organization? Do you attend them...","Participación cívica y política","Participación cívica","Asistencia a reuniones de partidos políticos","Por favor, dígame si usted asiste a las reuniones de estas organizaciones por lo menos una vez a la semana, una o dos veces al mes, una o dos veces al año, o nunca. ¿Reuniones de un partido o movimiento político? Asiste...",NA,NA,NA,NA,NA,NA,NA,"¿Reuniones de un partido político?","¿Reuniones de un partido político?",4,"¿Asiste a reuniones de un partido político?",4,"¿Asiste a reuniones de un partido político?",4,"Asiste a reuniones de un partido político",4,"¿De un partido o movimiento político? Asiste...",4,"¿De un partido o movimiento político? Asiste...",4,"Asiste a reuniones de un partido o movimiento político",4,"Por favor, dígame que tan frecuentemente asiste a reuniones de estas organizacio",4,"¿Reuniones de un partido o movimiento político? Asiste...",4,"¿Reuniones de un partido o movimiento político? Asiste...",4,"¿Reuniones de un partido o movimiento político? Asiste...",4,"¿Reuniones de un partido o movimiento político? Asiste...",4,"¿Reuniones de un partido o movimiento político? Asiste...",4,"¿Reuniones de un partido o movimiento político? Asiste...",4,"¿Reuniones de un partido o movimiento político?",4,"Asistencia a reuniones de movimientos o partidos políticos",4,"Asistencia a reuniones de movimientos o partidos políticos",4,"Asistencia a reuniones de movimientos o partidos políticos",4,"Attendance at Meetings of Political Movements or Parties",4,"Attendance at Meetings of Political Movements or Parties",4,"Attendance at Meetings of Political Movements or Parties",4,"Asistencia a reuniones de movimientos o partidos políticos",4,"Asistencia a reuniones de movimientos o partidos políticos",4,"Asistencia a reuniones de movimientos o partidos políticos",4
"cp2","Civic and Political Engagement","Civic Engagement","Requested Help from a Member of the Legislature","In order to solve your problems have you ever requested help or cooperation...From a member of the Legislature?","Participación cívica y política","Participación cívica","Solicitó ayuda a un miembro de la Asamblea Legistlativa","¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperación ... ¿A algún diputado de la Asamblea Legislativa?",NA,NA,NA,NA,NA,NA,NA,NA,"A algún diputado del Congreso",2,"¿Para poder resolver sus problemas alguna vez ha pedido Ud. ayuda o cooperación ",2,"¿Para poder resolver sus problemas alguna vez ha pedido Ud. ayuda o cooperación ",2,"¿Ha pedido usted ayuda o cooperacion a algún diputado del Congreso",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Ha pedido usted ayuda o cooperacion a algún diputado del Congreso?",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿A algún diputado de la Asamblea Legislativa?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cp20","Civic and Political Engagement","Civic Engagement","Attendance at Meetings of Women's Group","Please tell me if you attend meetings of these organizations at least once a week, once or twice a month, once or twice a year, or never. Meetings of associations or groups of women or home makers? Do you attend them","Participación cívica y política","Participación cívica","Asistencia a reuniones de una asociación o grupo de mujeres","Por favor, dígame si usted asiste a las reuniones de estas organizaciones por lo menos una vez a la semana, una o dos veces al mes, una o dos veces al año, o nunca. ¿Reuniones de asociaciones o grupos de mujeres o amas de casa? Asiste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ¿Reuniones de asociaciones o grupos de mujeres o amas de casa?",4,"Por favor, dígame que tan frecuentemente asiste a reuniones de estas organizacio",4,"¿Reuniones de asociaciones o grupos de mujeres o amas de casa? Asiste...",4,"¿Reuniones de asociaciones o grupos de mujeres o amas de casa? Asiste...",4,"¿Reuniones de asociaciones o grupos de mujeres o amas de casa? Asiste...",4,"¿Reuniones de asociaciones o grupos de mujeres o amas de casa? Asiste...",4,"¿Reuniones de asociaciones o grupos de mujeres o amas de casa? Asiste...",4,"¿Reuniones de asociaciones o grupos de mujeres o amas de casa? Asiste...",4,"¿Reuniones de asociaciones o grupos de mujeres o amas de casa?",4,"Asistencia a reuniones de una asociación o grupo de mujeres",4,"Asistencia a reuniones de una asociación o grupo de mujeres",4,"Asistencia a reuniones de una asociación o grupo de mujeres",4,"Attendance at Meetings of Women's Group",4,"Attendance at Meetings of Women's Group",4,"Attendance at Meetings of Women's Group",4,"Asistencia a reuniones de una asociación o grupo de mujeres",4,"Asistencia a reuniones de una asociación o grupo de mujeres",4,"Asistencia a reuniones de una asociación o grupo de mujeres",4
